"suite"	"fid"	"iid"	"run_id"	"dimensions"	"cluster"	"disp.ratio_mean_02"	"disp.ratio_mean_05"	"disp.ratio_mean_10"	"disp.ratio_mean_25"	"disp.ratio_median_02"	"disp.ratio_median_05"	"disp.ratio_median_10"	"disp.ratio_median_25"	"disp.diff_mean_02"	"disp.diff_mean_05"	"disp.diff_mean_10"	"disp.diff_mean_25"	"disp.diff_median_02"	"disp.diff_median_05"	"disp.diff_median_10"	"disp.diff_median_25"	"ela_meta.lin_simple.adj_r2"	"ela_meta.lin_simple.intercept"	"ela_meta.lin_simple.coef.min"	"ela_meta.lin_simple.coef.max"	"ela_meta.lin_simple.coef.max_by_min"	"ela_meta.lin_w_interact.adj_r2"	"ela_meta.quad_simple.adj_r2"	"ela_meta.quad_simple.cond"	"ela_meta.quad_w_interact.adj_r2"	"ela_level.mmce_lda_10"	"ela_level.mmce_qda_10"	"ela_level.mmce_mda_10"	"ela_level.lda_qda_10"	"ela_level.lda_mda_10"	"ela_level.qda_mda_10"	"ela_level.mmce_lda_25"	"ela_level.mmce_qda_25"	"ela_level.mmce_mda_25"	"ela_level.lda_qda_25"	"ela_level.lda_mda_25"	"ela_level.qda_mda_25"	"ela_level.mmce_lda_50"	"ela_level.mmce_qda_50"	"ela_level.mmce_mda_50"	"ela_level.lda_qda_50"	"ela_level.lda_mda_50"	"ela_level.qda_mda_50"	"ela_distr.skewness"	"ela_distr.kurtosis"	"ela_distr.number_of_peaks"	"ic.h.max"	"ic.eps.max"	"ic.eps.ratio"	"ic.m0"	"nbc.nn_nb.sd_ratio"	"nbc.nn_nb.mean_ratio"	"nbc.nn_nb.cor"	"nbc.dist_ratio.coeff_var"	"nbc.nb_fitness.cor"	"pca.expl_var.cov_x"	"pca.expl_var.cor_x"	"pca.expl_var.cov_init"	"pca.expl_var.cor_init"	"pca.expl_var_PC1.cov_x"	"pca.expl_var_PC1.cor_x"	"pca.expl_var_PC1.cov_init"	"pca.expl_var_PC1.cor_init"	"labels"
"188"	"cec2015"	11	1	15.5	10	1	0.87285	0.92105	0.9286	0.9466	0.8714	0.92015	0.9279	0.94585	-32.22295	-20.00265	-18.08155	-13.52675	-32.6429	-20.2655	-18.30585	-13.74105	0.23525	5405.992	2.7219	17.02375	6.39445	0.6787	0.35065	60.25455	0.84005	0.09345	0.07885	0.08845	1.1737	1.051	0.89415	0.15485	0.12105	0.1355	1.2959	1.14245	0.88825	0.28655	0.15115	0.18375	1.89015	1.5574	0.8329	2.0657	5.5368	13.5	0.7482	8.052	1.2262	0.54815	0.07475	0.94805	0.078	0.0864	-0.31015	0.9	0.9	0.0909	0.9091	0.1205	0.1205	0.9981	0.13725	2
"189"	"cec2015"	12	1	15.5	10	13	0.6992	0.7801	0.84555	0.94045	0.699	0.7813	0.84485	0.94005	-76.20275	-55.7149	-39.134	-15.08605	-76.4054	-55.53235	-39.3798	-15.20815	0.29735	1908.44555	1.00825	4.8926	4.8988	0.49155	0.3127	22.5522	0.5855	0.05325	0.0328	0.0481	1.6441	1.11075	0.674	0.0921	0.06635	0.07635	1.3804	1.1928	0.86205	0.1633	0.1094	0.1253	1.47605	1.28075	0.8685	5.22205	44.45825	7	0.715	0.3842	0.2252	0.53475	0.0728	0.9448	0.0956	0.0863	-0.2326	0.9	0.9	0.0909	0.9091	0.12045	0.12045	0.9617	0.1436	4
"190"	"cec2015"	13	1	15.5	10	9	0.8254	0.88345	0.92015	0.96875	0.82355	0.8841	0.91945	0.9692	-44.23365	-29.5327	-20.2367	-7.91815	-44.77845	-29.41455	-20.4406	-7.8171	0.0424	22665673.7353	35079.78685	373040.1282	10.2446	0.12125	0.05245	22.839	0.17785	0.05935	0.0444	0.0572	1.3279	1.0215	0.7753	0.12235	0.0909	0.104	1.35655	1.16495	0.87125	0.2277	0.1702	0.18995	1.33075	1.18225	0.8951	15.32655	307.2316	63	0.73665	16.077	1.8468	0.56115	0.06575	0.93085	0.07375	0.1015	-0.08045	0.9	0.9	0.0909	0.9091	0.11925	0.11925	1	0.1138	8
"191"	"cec2015"	14	1	15.5	10	21	0.90955	0.91755	0.93135	0.9607	0.9109	0.91835	0.93205	0.9609	-22.91415	-20.87835	-17.39555	-9.9595	-22.6086	-20.7317	-17.2524	-9.92325	0.1026	1204412.67835	1372.7226	16686.8507	12.0131	0.23315	0.1391	44.32215	0.38945	0.1003	0.0765	0.0959	1.3165	1.0491	0.7995	0.17325	0.1269	0.1527	1.36905	1.12525	0.8229	0.2049	0.15735	0.17525	1.3139	1.1746	0.89075	14.9692	326.2761	51	0.68815	122.2045	3.048	0.555	0.0729	0.94095	0.0848	0.0922	-0.10765	0.9	0.9	0.0909	0.9091	0.12125	0.12125	1	0.12285	5
"192"	"cec2015"	15	1	15.5	10	20	0.69515	0.75675	0.80585	0.8741	0.6956	0.7568	0.8069	0.8745	-77.2202	-61.6239	-49.19115	-31.89075	-77.275	-61.7106	-49.01185	-31.84965	0.31485	3303396.74665	1130.5055	71483.51545	62.60755	0.49025	0.50635	137.1681	0.8838	0.09705	0.07515	0.0923	1.29295	1.0478	0.8153	0.20455	0.15145	0.1823	1.3585	1.1319	0.8292	0.219	0.17005	0.1831	1.2825	1.19985	0.93365	5.29155	38.53375	41	0.6977	1066.665	3.75875	0.55465	0.10395	0.96205	0.09645	0.06765	-0.18815	0.9	0.9	0.0909	0.9091	0.1207	0.1207	1	0.14415	4
"193"	"cec2017"	1	1	15.5	10	2	0.69315	0.74875	0.79805	0.8665	0.68695	0.74455	0.79685	0.86645	-77.7418	-63.6611	-51.16295	-33.82205	-79.4804	-64.86245	-51.5662	-33.8978	0.6769	74066035697.4071	33967496.23135	327213207.22265	9.70095	0.77915	0.89735	4.7801	1	0.0838	0.04995	0.0757	1.6491	1.10735	0.6672	0.1552	0.0964	0.12695	1.61305	1.23255	0.7603	0.17835	0.12225	0.14305	1.4651	1.2291	0.8463	0.7364	0.65915	1	0.829	89733158.1458	8.1932	0.54	0.1276	0.9676	0.1169	0.06095	-0.36695	0.9	0.9	0.0909	0.8182	0.12085	0.12085	1	0.16635	9
"194"	"cec2017"	3	1	15.5	10	24	0.9641	0.9755	0.9754	0.97525	0.96715	0.9767	0.97595	0.9751	-9.0944	-6.20295	-6.22205	-6.28045	-8.33575	-5.92195	-6.09175	-6.3139	0.00875	394814333224.213	56051391.80465	1029528141.42915	17.2858	0.71655	0.10245	71.5959	0.82215	0.1	0.0491	0.1	2.0356	1	0.49125	0.25	0.0769	0.08755	3.252	2.85525	0.85695	0.47655	0.0538	0.0327	8.91295	14.5696	1.6799	6.0809	54.60725	41	0.65955	110448136.47745	8.954	0.55945	0.06715	0.94035	0.06425	0.0971	-0.1723	0.9	0.9	0.0909	0.9091	0.1217	0.1217	1	0.1118	2
"195"	"cec2017"	4	1	15.5	10	10	0.70805	0.7656	0.8145	0.8814	0.705	0.7637	0.81305	0.88075	-73.95845	-59.38495	-46.99045	-30.0505	-74.84385	-59.98125	-47.45855	-30.257	0.5202	26999.80705	3.00495	129.2668	44.0673	0.7188	0.6976	5.65355	0.96495	0.0857	0.0565	0.07815	1.51275	1.0947	0.72885	0.15835	0.10195	0.1272	1.5525	1.2419	0.8006	0.2023	0.12875	0.1529	1.57095	1.31375	0.83045	1.912	5.94025	3	0.79615	44.3248	1.9469	0.54115	0.10955	0.96455	0.0962	0.06485	-0.3253	0.9	0.9	0.0909	0.9091	0.1199	0.1199	0.9999	0.15955	2
"196"	"cec2017"	5	1	15.5	10	7	0.7239	0.7784	0.81985	0.88245	0.7239	0.7783	0.81935	0.88265	-69.94775	-56.1426	-45.64015	-29.7913	-70.0852	-56.27245	-45.84995	-29.79065	0.804	861.9233	0.01955	1.2666	64.5931	0.8388	0.93335	3.6608	0.9654	0.07645	0.05655	0.07105	1.35885	1.08385	0.7897	0.11845	0.08865	0.0971	1.3242	1.2064	0.9141	0.13165	0.09875	0.103	1.3313	1.28565	0.96195	0.5463	-0.04765	1	0.8386	0.3504	-0.2352	0.557	0.0993	0.958	0.0914	0.07285	-0.3595	0.9	0.9	0.8182	0.8182	0.12155	0.12155	0.35995	0.17515	5
"197"	"cec2017"	6	1	15.5	10	8	0.7503	0.80055	0.8392	0.89595	0.74885	0.7988	0.83895	0.8961	-63.26025	-50.53505	-40.73395	-26.36255	-63.72875	-51.0488	-40.8589	-26.37895	0.4168	803.3824	0.035	0.35085	9.9153	0.42745	0.5903	12.15025	0.62455	0.0979	0.08605	0.0946	1.13535	1.0391	0.90735	0.2061	0.17895	0.19785	1.1589	1.0473	0.90605	0.27265	0.2429	0.26605	1.12435	1.0266	0.9095	0.44875	0.1822	1	0.8652	0.2783	-0.3353	0.6306	0.07465	0.9407	0.06745	0.09195	-0.4825	0.9	0.9	0.9091	0.9091	0.12075	0.12075	0.15065	0.15235	8
"198"	"cec2017"	7	1	15.5	10	3	0.61775	0.68115	0.7339	0.81545	0.6207	0.6851	0.73875	0.82025	-96.82745	-80.7803	-67.39605	-46.75855	-96.28385	-79.9236	-66.2861	-45.62425	0.37535	1768.2966	0.26095	1.82095	6.8183	0.3841	0.99395	1.01475	0.9941	0.10385	0.0818	0.10215	1.27165	1.016	0.7994	0.2345	0.1481	0.2121	1.569	1.10435	0.7002	0.28285	0.1665	0.26135	1.72575	1.0848	0.62925	0.43005	0.18835	1	0.84445	1.2738	0.3453	0.5592	0.1369	0.97505	0.1181	0.05105	-0.46225	0.9	0.9	0.6364	0.9091	0.12035	0.12035	0.76355	0.14885	2
"199"	"cec2017"	8	1	15.5	10	8	0.71255	0.75705	0.79885	0.8597	0.70995	0.75665	0.79855	0.86045	-72.8299	-61.55485	-50.96425	-35.53985	-73.6266	-61.7937	-51.13935	-35.41305	0.3855	1070.00995	0.02905	0.5292	17.59495	0.4949	0.7989	3.8874	0.90375	0.1019	0.0827	0.09875	1.235	1.02605	0.84165	0.2274	0.1528	0.1882	1.49175	1.19585	0.80765	0.2784	0.17075	0.20385	1.63515	1.3559	0.8388	0.5556	0.22975	1	0.8524	0.2914	-0.3153	0.5843	0.09165	0.95875	0.08135	0.07245	-0.44705	0.9	0.9	0.9091	0.9091	0.1203	0.1203	0.18445	0.1502	2
"200"	"cec2017"	9	1	15.5	10	20	0.73105	0.7836	0.82435	0.882	0.727	0.78135	0.8232	0.88135	-68.14085	-54.822	-44.4907	-29.88785	-69.3126	-55.5143	-44.8787	-30.1108	0.375	20553.2195	1.5083	93.66925	61.80715	0.4914	0.56545	3.50495	0.68275	0.1031	0.08915	0.10245	1.1598	1.0128	0.8736	0.23645	0.1783	0.2121	1.3155	1.1104	0.83735	0.2778	0.2224	0.25005	1.2337	1.101	0.895	1.50185	3.4078	2	0.8462	42.3279	1.8869	0.62195	0.06695	0.9441	0.05935	0.0891	-0.41665	0.9	0.9	0.0909	0.9091	0.1205	0.1205	0.9998	0.149	7
"201"	"cec2017"	10	1	15.5	10	12	0.97935	0.98195	0.9892	0.9912	0.9796	0.982	0.9891	0.9908	-5.2388	-4.57235	-2.7342	-2.2305	-5.17265	-4.5624	-2.77165	-2.33415	0.035	5120.39415	0.06885	1.16705	17.9474	0.0428	0.03855	20.9897	0.0566	0.1	0.1	0.1	1	1	1	0.25	0.2505	0.2504	0.998	0.9985	1.0005	0.4425	0.44205	0.4454	1.00215	0.9944	0.987	-0.0057	-0.0674	1	0.87015	4.4223	0.8659	0.66415	0.0483	0.9135	0.04865	0.12145	-0.61255	0.9	0.9	0.0909	0.9091	0.1203	0.1203	0.92325	0.11285	4
"202"	"cec2017"	11	1	15.5	10	21	0.8611	0.9248	0.9449	0.9548	0.86155	0.9241	0.9446	0.95475	-35.1814	-19.0476	-13.95795	-11.4517	-35.128	-19.26665	-14.06145	-11.49	0.4964	1392078815.4578	84007.84325	28946826.7443	345.0316	0.6964	0.70615	504.06365	0.9897	0.1	0.04855	0.1001	2.05925	0.9988	0.4844	0.3094	0.075	0.1383	4.07105	2.1884	0.53755	0.1262	0.10305	0.08955	1.2314	1.3905	1.1324	2.91535	9.39945	24	0.6421	363643.5679	6.4715	0.5547	0.06945	0.9448	0.06835	0.09035	-0.21025	0.9	0.9	0.0909	0.9091	0.1202	0.1202	1	0.1569	2
"203"	"cec2017"	12	1	15.5	10	2	0.8306	0.8465	0.86695	0.9005	0.82615	0.84085	0.86245	0.8973	-42.91385	-38.87965	-33.71495	-25.2045	-44.12445	-40.37865	-34.91535	-26.0549	0.58475	19008593097.1761	489084.3804	84125685.3246	176.90915	0.8055	0.7834	131.68015	1	0.1097	0.062	0.1029	1.77095	1.0655	0.5985	0.212	0.1011	0.1576	2.08985	1.3512	0.64155	0.2177	0.11	0.16025	1.9455	1.33825	0.69125	0.9138	0.86155	1	0.8268	32547116.0553	7.7528	0.54045	0.0893	0.96045	0.0818	0.07105	-0.3611	0.9	0.9	0.0909	0.8182	0.1205	0.1205	1	0.16175	4
"204"	"cec2017"	13	1	15.5	10	1	0.8885	0.8939	0.89835	0.91635	0.89015	0.89455	0.89845	0.9165	-28.2518	-26.8767	-25.7465	-21.18815	-27.86505	-26.7653	-25.76	-21.193	0.6544	9504561301.2004	151285.5496	100064597.8895	653.20075	0.7158	0.94235	784.8712	1	0.1	0.0563	0.10005	1.77585	1.0006	0.5645	0.2489	0.0903	0.0935	2.77405	2.62745	0.9555	0.176	0.12895	0.1008	1.3679	1.7602	1.27475	0.965	0.3702	9	0.81405	18718552.9497	7.5526	0.5487	0.07285	0.95255	0.0662	0.08195	-0.33745	0.9	0.9	0.0909	0.8182	0.11935	0.11935	1	0.16675	2
"205"	"cec2017"	14	1	15.5	10	1	0.9509	0.9531	0.95115	0.9527	0.9507	0.952	0.9512	0.95275	-12.43995	-11.878	-12.3881	-11.9798	-12.5143	-12.18315	-12.3797	-11.99	0.7302	5526599884.3915	141089.43185	90037866.4013	641.4633	0.8144	0.9161	957.83715	1	0.1	0.04255	0.1	2.34945	1	0.4256	0.2815	0.06795	0.1709	4.1198	1.62335	0.38795	0.0754	0.07765	0.06845	0.97695	1.09415	1.1191	1.28435	0.80155	20	0.7498	8164167.6049	7.2923	0.5571	0.064	0.9416	0.0663	0.09525	-0.26565	0.9	0.9	0.0909	0.8182	0.12035	0.12035	1	0.1698	4
"206"	"cec2017"	15	1	15.5	10	21	0.9422	0.9453	0.9474	0.9507	0.94225	0.9458	0.94735	0.95115	-14.63825	-13.8521	-13.33045	-12.4934	-14.6556	-13.7492	-13.3561	-12.39995	0.25285	10141024332.1915	405384.1676	89649822.642	224.8587	0.47805	0.7744	626.9108	1	0.1	0.0637	0.1	1.57015	1	0.63685	0.25	0.1037	0.06905	2.4111	3.6199	1.5307	0.32775	0.0959	0.0772	3.4154	4.2366	1.2075	1.3676	1.50675	19	0.78705	27066520.7003	7.7528	0.5642	0.06735	0.94205	0.0635	0.095	-0.3391	0.9	0.9	0.0909	0.9091	0.1207	0.1207	1	0.13915	4
"207"	"cec2017"	16	1	15.5	10	20	0.86255	0.8783	0.8956	0.9309	0.863	0.87835	0.89545	0.9294	-34.82855	-30.83405	-26.44115	-17.5092	-34.77335	-30.87785	-26.536	-17.9115	0.3392	17735.4062	0.87705	204.75255	246.5672	0.6822	0.5402	278.09805	0.98405	0.09855	0.08175	0.0967	1.208	1.02315	0.84465	0.2411	0.1313	0.1433	1.8703	1.69555	0.90045	0.30535	0.102	0.1399	2.98565	2.18575	0.74085	3.4482	13.82815	8	0.7308	13.38405	1.6867	0.5602	0.08245	0.9486	0.077	0.0864	-0.22045	0.9	0.9	0.0909	0.9091	0.11885	0.11885	1	0.1463	7
"208"	"cec2017"	17	1	15.5	10	20	0.86925	0.8816	0.89145	0.91385	0.87055	0.88165	0.89155	0.91375	-33.1215	-29.9918	-27.50125	-21.82515	-32.8545	-30.02275	-27.51895	-21.89315	0.32925	622219.60405	30.39125	12486.6275	403.11625	0.39975	0.6104	977.94745	0.8801	0.1	0.09055	0.10045	1.1042	0.99565	0.89695	0.2921	0.1348	0.16735	2.18145	1.75145	0.8029	0.28415	0.16	0.1504	1.78605	1.89025	1.06155	4.15495	21.437	27.5	0.67155	300.32595	3.3283	0.5736	0.07035	0.9505	0.0655	0.08435	-0.22855	0.9	0.9	0.0909	0.9091	0.1212	0.1212	1	0.1454	6
"209"	"cec2017"	18	1	15.5	10	9	0.85725	0.8735	0.89315	0.9248	0.85865	0.87335	0.8918	0.92405	-36.1737	-32.0401	-27.07055	-19.06	-35.865	-32.15655	-27.4608	-19.27015	0.7122	28426593903.389	764392.33315	239696153.95795	317.02715	0.91025	0.804	252.92155	1	0.10175	0.0328	0.0903	3.0899	1.12825	0.3684	0.13885	0.06565	0.06935	2.0694	1.98355	0.97145	0.13855	0.0755	0.0671	1.7881	2.10385	1.1268	1.2975	1.53975	10	0.79425	49282495.7004	7.953	0.53065	0.08045	0.95075	0.0729	0.0829	-0.30025	0.9	0.9	0.0909	0.8182	0.1191	0.1191	1	0.16945	10
"210"	"cec2017"	19	1	15.5	10	1	0.89655	0.90515	0.91675	0.9376	0.898	0.9052	0.9167	0.93765	-26.19905	-24.03485	-21.0814	-15.80725	-25.88955	-24.0508	-21.1362	-15.8202	0.8177	22052307096.417	625749.6657	331288773.47635	533.2824	0.9155	0.90225	415.39375	0.9998	0.11645	0.03645	0.11825	3.23615	0.98095	0.3045	0.109	0.0559	0.1074	1.9351	1.0307	0.5318	0.0374	0.0381	0.03815	0.97315	0.97055	0.99985	1.2328	0.8085	19	0.74675	31813968.897	7.8328	0.54265	0.0723	0.94505	0.07275	0.09005	-0.26505	0.9	0.9	0.0909	0.8182	0.12145	0.12145	1	0.17395	10
"211"	"cec2017"	20	1	15.5	10	12	0.95285	0.96435	0.9739	0.9784	0.95365	0.9649	0.97395	0.9781	-11.9487	-9.0288	-6.6153	-5.46615	-11.76465	-8.91895	-6.6026	-5.56035	0.1279	3263.32055	0.0152	1.81905	116.9472	0.1306	0.1699	81.693	0.1867	0.1	0.1	0.1	1	1	1	0.25175	0.25145	0.25265	1.00225	0.99675	0.9956	0.38345	0.37555	0.3837	1.02045	0.99855	0.9776	0.1061	-0.16785	1	0.87165	2.3193	0.5856	0.6602	0.05525	0.91695	0.05285	0.11825	-0.58255	0.9	0.9	0.5455	0.9091	0.1203	0.1203	0.78415	0.1251	6
"212"	"cec2017"	21	1	15.5	10	10	0.80415	0.8239	0.85575	0.91935	0.78675	0.8175	0.85405	0.9198	-49.6234	-44.6152	-36.5475	-20.4414	-54.13485	-46.32265	-37.04005	-20.3506	0.30525	3012.4312	0.55305	5.64135	10.60125	0.52315	0.31655	18.37325	0.59545	0.0772	0.0646	0.0724	1.1825	1.05785	0.89445	0.1097	0.09575	0.10115	1.1495	1.07685	0.9435	0.12695	0.10855	0.11225	1.16775	1.1493	0.9865	4.9303	35.1411	5	0.7657	0.4213	0.0651	0.553	0.0822	0.9441	0.08245	0.08775	-0.2031	0.9	0.9	0.0909	0.9091	0.11975	0.11975	0.97055	0.1434	7
"213"	"cec2017"	22	1	15.5	10	19	0.6825	0.77315	0.8624	0.94435	0.6739	0.76015	0.8502	0.94265	-80.429	-57.47265	-34.8544	-14.0983	-82.77735	-60.89495	-38.02215	-14.5583	0.10155	6309.236	0.0989	2.35835	23.5205	0.26605	0.16555	5.4319	0.42205	0.09295	0.07655	0.08645	1.20825	1.0714	0.88765	0.22935	0.18975	0.2107	1.1947	1.08795	0.9081	0.4199	0.3607	0.3966	1.16395	1.05725	0.9092	-0.66105	1.2274	1	0.8645	4.223	0.8659	0.637	0.05895	0.92995	0.0593	0.10525	-0.55445	0.9	0.9	0.0909	0.9091	0.1192	0.1192	0.94885	0.12225	7
"214"	"cec2017"	23	1	15.5	10	17	0.77145	0.8435	0.8934	0.9526	0.77085	0.84225	0.8932	0.9522	-57.902	-39.6503	-26.99905	-12.00935	-58.14925	-40.0392	-27.0973	-12.13055	0.81525	4213.3062	0.09375	7.83225	83.94305	0.8448	0.8219	12.78025	0.8632	0.037	0.02735	0.037	1.35615	1.00505	0.74035	0.0419	0.04715	0.05275	0.8953	0.8101	0.8962	0.08445	0.08225	0.0841	1.03345	1.00375	0.9743	0.5544	-0.519	5	0.8063	2.48605	0.6657	0.5599	0.0664	0.9367	0.09385	0.095	-0.3535	0.9	0.9	0.0909	0.8182	0.1193	0.1193	0.96825	0.1731	5
"215"	"cec2017"	24	1	15.5	10	17	0.7917	0.84495	0.8858	0.93415	0.78695	0.845	0.88545	0.9337	-52.7683	-39.2923	-28.93695	-16.67755	-54.06305	-39.34115	-29.0761	-16.8325	0.6165	4135.18315	1.18655	4.87135	4.07535	0.6941	0.6384	22.2526	0.76105	0.0448	0.0374	0.04335	1.21275	1.02705	0.85515	0.0627	0.0621	0.0661	0.99505	0.9425	0.95295	0.1267	0.1157	0.1211	1.0987	1.0543	0.9535	1.3642	4.07235	2	0.8127	1.9288	0.5355	0.5365	0.07545	0.94905	0.09105	0.08425	-0.34735	0.9	0.9	0.0909	0.8182	0.12015	0.12015	0.95185	0.16385	8
"216"	"cec2017"	25	1	15.5	10	3	0.69895	0.7562	0.8015	0.8665	0.697	0.7535	0.80025	0.86555	-76.2656	-61.7742	-50.27615	-33.818	-76.88875	-62.5671	-50.699	-34.12805	0.3697	13468.5553	1.7931	33.7585	19.07325	0.5427	0.67695	3.49655	0.91785	0.0936	0.0701	0.0884	1.3347	1.06175	0.79075	0.2033	0.14	0.1794	1.4629	1.131	0.7707	0.2762	0.16865	0.23445	1.63835	1.1806	0.72285	1.3709	2.97555	2	0.81675	18.4615	1.5666	0.5498	0.11345	0.96695	0.1047	0.06215	-0.38485	0.9	0.9	0.0909	0.9091	0.1196	0.1196	0.9992	0.147	5
"217"	"cec2017"	26	1	15.5	10	3	0.7759	0.8377	0.86785	0.90685	0.76255	0.8293	0.86225	0.90495	-56.77785	-41.11785	-33.4848	-23.5958	-60.25625	-43.311	-34.95675	-24.13455	0.44445	8721.18085	0.6636	23.92005	36.7432	0.68245	0.52755	11.55145	0.8128	0.10225	0.07495	0.09915	1.36325	1.0308	0.76145	0.20115	0.1201	0.165	1.6603	1.2268	0.7401	0.2071	0.129	0.152	1.62245	1.36465	0.85755	2.4843	9.59565	4	0.7978	5.8313	1.046	0.5464	0.09635	0.95575	0.0945	0.07595	-0.30125	0.9	0.9	0.0909	0.9091	0.12035	0.12035	0.9973	0.15525	6
"218"	"cec2017"	27	1	15.5	10	21	0.8685	0.90675	0.9331	0.9587	0.86395	0.90115	0.931	0.95755	-33.31405	-23.61495	-16.94155	-10.462	-34.5386	-25.07655	-17.5049	-10.76905	0.22365	6675.77565	0.69925	14.83085	20.4466	0.739	0.35695	150.9204	0.9047	0.0934	0.05445	0.08225	1.71255	1.13125	0.6649	0.20925	0.0927	0.0878	2.2526	2.4046	1.0592	0.30255	0.09875	0.10485	3.09635	2.87865	0.94065	2.5061	9.5845	6	0.78425	5.5686	1.1061	0.5461	0.0727	0.94415	0.0768	0.09035	-0.3069	0.9	0.9	0.0909	0.9091	0.1202	0.1202	0.9972	0.13575	3
"219"	"cec2017"	28	1	15.5	10	3	0.8288	0.8563	0.8757	0.91	0.8168	0.84935	0.86925	0.90675	-43.37645	-36.41365	-31.497	-22.8054	-46.49585	-38.2275	-33.17845	-23.6547	0.45965	7214.8323	0.44665	22.19155	47.9881	0.7495	0.55505	45.63865	0.8987	0.09555	0.0621	0.0913	1.54175	1.0511	0.69205	0.1999	0.1128	0.1631	1.78785	1.23295	0.69505	0.2333	0.13375	0.1783	1.73575	1.31515	0.75845	2.27535	9.0459	3	0.7991	5.0782	1.026	0.5393	0.08965	0.95715	0.0907	0.07465	-0.311	0.9	0.9	0.0909	0.9091	0.12155	0.12155	0.9958	0.15485	4
"220"	"cec2017"	29	1	15.5	10	13	0.89655	0.91075	0.92305	0.941	0.8963	0.9102	0.92285	0.9405	-26.2081	-22.6193	-19.48845	-14.9582	-26.3269	-22.79125	-19.5905	-15.10825	0.11055	4190603.59855	746.42525	61951.9565	80.6429	0.3119	0.1889	65.0221	0.5492	0.1055	0.0654	0.10505	1.6233	1.00295	0.62115	0.26295	0.09325	0.1196	2.82945	2.22595	0.79625	0.2376	0.0991	0.0864	2.38795	2.72885	1.1404	10.4713	168.5852	59.5	0.61375	176.7044	3.5686	0.5485	0.0762	0.9483	0.07705	0.0864	-0.14095	0.9	0.9	0.0909	0.9091	0.1192	0.1192	1	0.125	3
"221"	"cec2017"	30	1	15.5	10	21	0.9399	0.94665	0.95415	0.96245	0.9419	0.94755	0.9541	0.96215	-15.22735	-13.51695	-11.6057	-9.51225	-14.7365	-13.3125	-11.65125	-9.6066	0.14195	4456976136.5157	1097243.9826	18334112.3028	17.9471	0.78655	0.3064	145.4343	0.96085	0.1006	0.0666	0.0997	1.51595	1.0088	0.66625	0.26025	0.11515	0.11805	2.24415	2.1959	0.982	0.36985	0.10645	0.1074	3.4536	3.449	0.987	1.85715	4.18915	11	0.7834	8952657.126	7.2923	0.55025	0.0669	0.94575	0.06385	0.0901	-0.3198	0.9	0.9	0.0909	0.9091	0.12045	0.12045	1	0.12855	1
